   	      	                          fitness                          	              size              
   	      	-----------------------------------------------------------	--------------------------------
gen	nevals	avg     	max     	min     	std        	avg    	max	min	std     
0  	1024  	0.254408	0.315069	0.18575 	0.0310275  	16.5684	63 	3  	14.7839 
1  	1024  	0.213839	0.270674	0.18575 	0.0156866  	16.3066	65 	2  	14.8544 
2  	1024  	0.195814	0.231653	0.18575 	0.00707491 	14.1338	72 	2  	12.4084 
3  	1024  	0.189198	0.20167 	0.18575 	0.00227485 	11.3926	56 	3  	6.38894 
4  	1024  	0.186988	0.190512	0.185097	0.00117425 	10.4229	54 	3  	5.63228 
5  	1024  	0.1859  	0.189351	0.184248	0.00053826 	9.05859	36 	4  	2.8361  
6  	1024  	0.185382	0.190462	0.183944	0.000491578	9.69238	22 	5  	3.64623 
7  	1024  	0.184839	0.18575 	0.183944	0.000475644	11.4658	26 	5  	4.46501 
8  	1024  	0.184285	0.185207	0.183684	0.000323198	14.3652	33 	7  	4.68952 
9  	1024  	0.184018	0.184774	0.183684	0.000142872	13.752 	33 	7  	5.64311 
10 	1024  	0.183877	0.184248	0.182787	0.000168056	14.9131	33 	7  	7.81783 
11 	1024  	0.18369 	0.183944	0.182787	0.000280526	19.6797	33 	9  	7.26916 
12 	1024  	0.183373	0.185254	0.181899	0.000342452	19.125 	37 	9  	3.45054 
13 	1024  	0.182986	0.184755	0.181899	0.000316411	20.9805	37 	15 	3.0503  
14 	1024  	0.182707	0.183589	0.181899	0.000277147	22.667 	60 	13 	2.7743  
15 	1024  	0.182437	0.184054	0.181899	0.000427204	23.0957	60 	13 	3.13259 
16 	1024  	0.182008	0.182787	0.181899	0.000278839	23.0059	45 	13 	1.83604 
17 	1024  	0.181905	0.183892	0.181899	8.77439e-05	22.8594	45 	19 	0.990063
18 	1024  	0.181899	0.182598	0.181791	2.23628e-05	22.9121	45 	19 	0.982309
19 	1024  	0.181897	0.181899	0.181791	1.15505e-05	22.8594	27 	19 	0.720616
20 	1024  	0.181892	0.181899	0.181791	2.48098e-05	22.8809	27 	21 	0.74311 
21 	1024  	0.181872	0.181899	0.181791	4.63535e-05	22.8438	27 	21 	0.706416
22 	1024  	0.18182 	0.181899	0.181323	6.17807e-05	22.8555	29 	19 	0.835381
23 	1024  	0.181785	0.183833	0.181323	9.42669e-05	22.9238	29 	19 	1.11017 
24 	1024  	0.181746	0.182787	0.181323	0.000143188	23.4277	29 	21 	1.95472 
25 	1024  	0.181621	0.184804	0.181104	0.000255702	25.168 	31 	19 	3.04829 
